Student_ID,Age,Gender,Grade,Section,Math_Score,Science_Score,English_Score,Social_Score,Computer_Score,Attendance_Percentage,Study_Hours,Homework_Completion,Parent_Education,Family_Income,Transport_Mode,Distance_from_School_km,Extra_Curricular,Sports_Participation,Discipline_Record,Library_Usage,Internet_Access,Online_Class_Attendance,Health_Issues,Scholarship,Exam_Stress_Level,Teacher_Feedback,Peer_Interaction,Result_Status
162,14,Female,9,B,47,60,97,46,99,86,7,Yes,Post Graduate,38449,Van,14.88,Dance,No,Average,Medium,No,Irregular,Chronic,No,High,Average,Medium,Pass
163,8,Female,7,A,65,86,98,92,90,63,2,Yes,Graduate,15402,Walk,12.41,Music,Yes,Poor,Low,No,Irregular,Minor,No,High,Excellent,High,Pass
164,10,Female,4,D,57,88,84,36,63,81,6,No,High School,49034,Walk,18.8,None,No,Good,High,No,Irregular,None,No,High,Excellent,Low,Fail
165,11,Female,2,D,86,52,98,41,45,85,7,Yes,Post Graduate,41729,Walk,12.39,Dance,No,Poor,High,Yes,Irregular,Chronic,Yes,Low,Average,Medium,Fail
166,6,Male,3,B,95,97,83,91,92,84,5,No,Post Graduate,83964,Van,2.38,Dance,Yes,Good,High,No,Regular,Minor,No,High,Excellent,Low,Fail
167,16,Female,5,D,41,63,40,45,42,93,4,Yes,High School,46665,Van,10.59,None,No,Poor,High,No,Regular,None,Yes,Low,Good,Low,Pass
168,12,Male,4,A,46,79,80,92,83,66,2,Yes,Post Graduate,33971,Walk,10.48,Dance,No,Average,Medium,No,Regular,None,No,Low,Average,High,Pass
169,5,Male,9,D,83,97,51,87,36,87,5,No,Graduate,20392,Bus,8.8,Music,Yes,Poor,Medium,Yes,Irregular,None,No,Low,Average,Low,Pass
170,7,Male,1,B,42,90,91,92,38,95,1,No,Post Graduate,75448,Bus,9.12,Sports,Yes,Good,High,Yes,Irregular,Minor,Yes,Low,Excellent,High,Fail
171,5,Male,7,B,69,64,94,94,81,97,3,No,High School,92182,Bus,2.75,Sports,No,Good,Low,Yes,Regular,Chronic,No,High,Excellent,Medium,Fail
172,17,Male,12,B,93,96,85,66,40,68,4,No,Graduate,23681,Cycle,3.17,Dance,No,Poor,Medium,Yes,Regular,None,No,High,Excellent,Low,Fail
173,11,Male,2,A,47,81,77,92,97,67,2,Yes,Graduate,85881,Cycle,15.79,Music,No,Poor,Medium,Yes,Irregular,Chronic,No,Low,Average,Medium,Fail
174,10,Male,10,B,87,56,80,69,54,90,2,No,Graduate,25995,Cycle,10.7,Sports,No,Average,High,Yes,Irregular,None,Yes,Medium,Good,Low,Pass
175,12,Male,5,C,43,61,90,55,68,89,4,No,High School,38446,Walk,13.86,None,Yes,Poor,Medium,No,Irregular,None,No,High,Good,Low,Pass
176,5,Male,4,C,73,41,35,63,75,65,6,Yes,Graduate,29428,Van,13.72,Music,No,Average,Medium,No,Irregular,None,Yes,Low,Good,High,Pass
177,6,Male,8,A,85,44,88,59,97,74,5,Yes,High School,23263,Walk,1.89,Sports,Yes,Good,Medium,No,Irregular,Chronic,No,High,Average,Medium,Pass
178,6,Female,9,A,64,43,90,69,93,66,1,No,Graduate,23400,Cycle,4.07,Dance,Yes,Good,High,Yes,Regular,Minor,No,High,Excellent,High,Fail
179,7,Male,2,A,91,44,40,56,71,68,2,No,Post Graduate,17186,Cycle,3.53,Music,Yes,Average,Medium,No,Regular,None,Yes,High,Excellent,High,Fail
180,14,Male,11,A,95,93,95,84,42,87,4,No,Post Graduate,61888,Van,12.77,Dance,No,Poor,High,Yes,Regular,Minor,Yes,High,Good,High,Pass
181,16,Female,1,A,42,95,47,41,67,62,6,No,Post Graduate,81411,Bus,4.04,None,No,Good,Low,No,Irregular,Minor,Yes,High,Good,Medium,Fail
182,16,Female,6,B,64,35,57,82,78,84,1,No,Graduate,55708,Van,5.28,Dance,Yes,Poor,High,Yes,Regular,None,Yes,High,Good,Medium,Pass
183,6,Male,12,B,79,96,65,82,51,61,7,No,Post Graduate,69888,Cycle,3.06,Music,Yes,Average,Medium,Yes,Regular,Minor,No,High,Good,Low,Pass
184,8,Male,6,A,90,54,66,38,95,79,3,No,Post Graduate,33881,Bus,7.88,Sports,No,Good,Medium,Yes,Irregular,None,Yes,Medium,Average,Medium,Pass
185,12,Female,4,A,60,86,37,93,38,77,1,No,High School,76975,Cycle,15.8,Sports,Yes,Poor,High,Yes,Regular,Chronic,Yes,Medium,Excellent,High,Fail
186,6,Female,10,B,54,71,40,94,57,89,4,Yes,Graduate,43080,Cycle,0.93,Music,No,Poor,Medium,Yes,Irregular,Chronic,No,Low,Average,Low,Pass
187,11,Female,7,C,86,43,40,62,61,72,6,No,Post Graduate,28088,Walk,12.67,Dance,Yes,Good,Low,Yes,Regular,Minor,No,High,Average,High,Pass
188,10,Female,1,D,83,98,88,45,55,70,4,Yes,Post Graduate,13704,Cycle,18.51,Dance,No,Poor,Low,No,Regular,Minor,No,High,Average,High,Pass
189,11,Male,8,A,99,56,61,97,54,90,4,No,High School,99815,Cycle,15.05,Dance,Yes,Poor,Medium,Yes,Regular,Minor,No,Low,Good,High,Pass
190,12,Male,2,D,37,99,54,62,55,97,3,Yes,High School,94093,Bus,9.38,Music,No,Poor,High,Yes,Irregular,Minor,No,High,Good,High,Pass
191,8,Male,8,A,42,48,85,77,38,85,7,No,Post Graduate,93304,Walk,9.17,None,Yes,Poor,Medium,No,Regular,Minor,Yes,Low,Excellent,Medium,Pass
192,12,Female,9,D,77,78,93,61,65,79,5,Yes,High School,40082,Cycle,17.07,None,No,Average,Medium,Yes,Regular,Chronic,Yes,Low,Average,Medium,Fail
193,13,Female,2,A,37,50,82,89,77,97,7,No,High School,16549,Van,16.88,Sports,No,Average,High,No,Irregular,None,No,Low,Excellent,High,Fail
194,8,Female,4,A,95,45,89,61,84,74,2,No,Graduate,61923,Walk,19.01,Music,Yes,Good,Low,No,Irregular,Minor,No,Medium,Good,Medium,Fail
195,9,Female,11,D,95,43,50,85,55,91,3,Yes,Graduate,19106,Cycle,18.18,Dance,Yes,Good,High,No,Irregular,Minor,Yes,Low,Average,High,Pass
196,8,Male,3,D,93,78,64,87,58,84,6,No,Graduate,62311,Walk,7.68,Dance,No,Average,Low,Yes,Irregular,None,No,Medium,Average,High,Pass
197,9,Female,8,B,95,98,72,35,46,85,4,Yes,High School,70947,Cycle,18.95,Dance,Yes,Good,High,No,Irregular,Chronic,Yes,Medium,Excellent,High,Fail
198,6,Male,3,C,87,85,59,44,59,99,6,Yes,Graduate,66920,Walk,1.32,Sports,Yes,Poor,Low,Yes,Regular,Chronic,Yes,Low,Average,Low,Fail
199,11,Female,3,B,82,89,82,55,55,66,2,Yes,High School,29801,Walk,3.07,Dance,Yes,Poor,Medium,No,Irregular,None,No,High,Average,High,Pass
200,15,Male,1,C,36,69,77,39,56,83,3,No,Post Graduate,99104,Bus,5.03,Music,Yes,Average,Medium,Yes,Regular,Chronic,Yes,Low,Good,Low,Pass
201,6,Male,2,B,89,90,58,96,85,60,3,No,Graduate,70159,Cycle,10.89,Music,Yes,Good,Medium,Yes,Irregular,Chronic,No,Low,Good,High,Fail
202,5,Female,8,D,65,58,55,61,53,77,5,No,Post Graduate,47812,Bus,2.0,Dance,Yes,Average,Medium,No,Regular,Chronic,Yes,High,Average,Medium,Fail
203,7,Male,1,C,97,61,76,85,80,66,6,Yes,Graduate,71807,Walk,16.21,None,Yes,Poor,Medium,Yes,Regular,Minor,Yes,High,Average,Low,Fail
204,9,Male,9,A,61,84,90,92,51,95,2,No,Graduate,21356,Van,7.58,None,Yes,Poor,Medium,No,Irregular,Minor,No,Low,Average,Low,Fail
205,11,Male,3,B,76,74,82,58,48,64,4,No,Post Graduate,24840,Cycle,14.24,Sports,No,Average,High,Yes,Irregular,None,Yes,Low,Excellent,Medium,Fail
206,8,Male,1,C,55,75,73,91,49,83,7,Yes,Graduate,68807,Bus,2.32,Music,Yes,Average,Medium,Yes,Regular,None,No,Medium,Excellent,High,Pass
207,7,Male,11,D,54,88,49,88,88,83,2,No,Post Graduate,73148,Cycle,12.84,None,Yes,Average,Low,Yes,Irregular,Chronic,No,Medium,Excellent,High,Pass
208,9,Female,8,A,74,37,75,51,80,81,4,Yes,Graduate,98645,Bus,19.84,Sports,No,Poor,Medium,No,Irregular,Chronic,No,Low,Excellent,Medium,Pass
209,11,Male,6,D,71,82,80,88,47,70,7,No,Post Graduate,81677,Walk,13.9,Sports,No,Poor,High,No,Regular,Chronic,Yes,High,Good,Medium,Fail
210,8,Female,11,D,91,36,65,45,71,93,2,Yes,High School,59128,Bus,14.24,Sports,Yes,Average,High,Yes,Regular,Chronic,No,Medium,Average,High,Pass
211,8,Female,1,B,39,52,40,37,59,83,1,Yes,High School,57128,Van,16.53,None,Yes,Poor,High,No,Irregular,Chronic,No,Medium,Average,Medium,Fail
212,5,Male,8,C,90,62,94,66,92,66,7,No,Graduate,21873,Cycle,15.78,Sports,Yes,Poor,High,No,Irregular,Minor,Yes,Low,Average,Medium,Pass
213,10,Female,4,B,42,62,80,89,62,94,5,Yes,Post Graduate,91868,Van,11.98,Sports,Yes,Average,Medium,Yes,Irregular,Minor,Yes,Medium,Good,Medium,Pass
214,11,Female,6,D,56,96,39,64,37,67,7,Yes,Graduate,97275,Van,13.95,Dance,No,Good,High,Yes,Regular,Chronic,No,Medium,Excellent,Medium,Fail
215,17,Male,10,B,79,45,57,61,83,72,4,Yes,Post Graduate,68502,Bus,4.64,Sports,Yes,Average,Medium,No,Irregular,Chronic,No,Medium,Excellent,Low,Fail
216,16,Male,3,D,84,98,87,64,54,63,7,No,Graduate,16573,Cycle,10.82,Dance,Yes,Poor,High,Yes,Regular,Minor,Yes,Low,Good,Low,Pass
217,6,Male,7,C,68,81,78,40,73,65,7,No,High School,79080,Walk,19.34,Music,No,Poor,Medium,No,Irregular,Minor,No,High,Good,High,Pass
218,13,Male,1,A,41,71,92,92,86,97,1,Yes,Post Graduate,54113,Cycle,13.54,Dance,Yes,Poor,Low,Yes,Irregular,Minor,No,Medium,Excellent,Medium,Fail
219,5,Male,2,C,39,69,43,96,37,90,5,No,Graduate,94017,Walk,10.48,Sports,Yes,Average,Medium,No,Irregular,None,Yes,Low,Average,Medium,Pass
220,11,Male,10,B,75,76,94,60,96,83,6,No,High School,67169,Van,5.0,Sports,Yes,Poor,High,Yes,Regular,Chronic,Yes,High,Good,High,Pass
221,17,Female,10,B,46,40,72,97,79,65,3,No,High School,87190,Cycle,4.96,None,No,Good,High,No,Regular,Minor,No,High,Good,Low,Pass
222,8,Male,1,C,66,70,72,68,90,66,4,Yes,Post Graduate,37337,Cycle,7.6,None,Yes,Good,High,Yes,Irregular,Minor,No,High,Good,Low,Fail
223,15,Female,3,A,94,84,46,45,60,76,5,Yes,Post Graduate,65484,Bus,18.06,Sports,No,Good,Low,No,Regular,Minor,No,Medium,Excellent,High,Pass
224,14,Female,2,D,52,85,67,51,91,84,1,Yes,Post Graduate,27922,Walk,19.25,Dance,Yes,Poor,Low,Yes,Regular,Minor,No,Medium,Excellent,Medium,Pass
225,16,Female,6,D,74,97,44,82,66,88,7,Yes,High School,76163,Cycle,11.72,Music,Yes,Average,Low,No,Irregular,Minor,Yes,High,Excellent,Low,Fail
226,7,Male,4,D,61,79,52,72,35,64,6,No,Graduate,34003,Van,2.01,Music,Yes,Poor,Low,Yes,Regular,None,Yes,Medium,Average,Medium,Pass
227,11,Male,8,D,72,58,46,45,46,86,1,Yes,Graduate,40972,Van,5.68,Dance,Yes,Good,Low,Yes,Regular,Chronic,No,Low,Good,Medium,Pass
228,10,Male,10,C,80,56,38,46,57,96,6,No,Post Graduate,95438,Van,17.3,None,No,Poor,Low,No,Regular,None,No,Medium,Average,High,Fail
229,14,Male,1,B,38,88,95,37,72,66,7,No,Graduate,53583,Van,6.12,Dance,No,Poor,High,Yes,Regular,Minor,No,High,Good,Medium,Fail
230,11,Male,11,C,43,96,86,91,90,63,7,No,Graduate,47627,Bus,10.49,Music,Yes,Poor,Low,Yes,Irregular,Chronic,Yes,Low,Good,Medium,Fail
231,14,Female,2,D,94,94,52,58,43,93,3,Yes,Graduate,23003,Cycle,9.78,Dance,Yes,Average,High,No,Irregular,Chronic,No,Medium,Excellent,High,Pass
232,8,Male,3,C,36,72,50,38,42,80,4,No,Post Graduate,96078,Van,16.45,None,No,Average,Low,No,Irregular,Minor,No,Low,Good,High,Pass
233,12,Female,12,D,83,59,68,72,49,73,3,Yes,Graduate,23451,Walk,10.48,Dance,No,Good,Medium,No,Regular,Minor,No,Low,Excellent,High,Fail
234,12,Female,10,C,91,63,39,87,67,70,5,Yes,Post Graduate,96386,Bus,3.42,Dance,Yes,Average,High,Yes,Regular,Chronic,No,Medium,Good,High,Fail
235,13,Male,1,B,72,90,72,59,91,74,2,Yes,Post Graduate,59655,Van,14.36,Sports,Yes,Good,Medium,Yes,Regular,Chronic,Yes,Medium,Good,High,Pass
236,14,Female,2,C,40,40,36,64,70,72,7,No,Post Graduate,18178,Bus,9.35,Dance,Yes,Good,Low,No,Irregular,Chronic,No,High,Excellent,Medium,Pass
237,5,Female,6,C,83,44,36,68,67,78,1,Yes,Graduate,29079,Bus,9.37,Music,Yes,Good,Medium,No,Irregular,Minor,No,High,Average,Low,Fail
238,5,Female,1,B,75,51,45,40,49,90,3,Yes,Post Graduate,19926,Walk,11.37,Sports,Yes,Average,Low,No,Regular,Chronic,No,High,Excellent,Medium,Pass
239,16,Male,3,A,61,70,38,93,35,86,4,No,High School,88219,Van,17.17,None,No,Poor,High,Yes,Irregular,Chronic,No,Medium,Average,Medium,Fail
240,13,Female,12,A,49,91,98,82,60,84,6,Yes,High School,10321,Van,14.46,Music,No,Good,Medium,Yes,Irregular,Minor,Yes,High,Excellent,High,Pass
241,16,Female,7,A,68,44,93,75,94,76,5,Yes,Post Graduate,24678,Walk,6.96,Sports,Yes,Average,High,Yes,Regular,Chronic,Yes,Medium,Good,Low,Fail
242,9,Male,4,C,77,70,41,97,65,78,7,No,Post Graduate,59471,Walk,17.87,Dance,Yes,Poor,High,Yes,Irregular,Chronic,Yes,High,Excellent,Low,Fail
243,6,Female,3,D,85,73,63,99,36,71,2,Yes,Graduate,31103,Cycle,9.99,Music,Yes,Good,Medium,No,Irregular,None,No,High,Good,Medium,Pass
244,6,Female,1,A,67,45,99,36,81,62,5,Yes,Graduate,71190,Van,3.37,Sports,Yes,Poor,Medium,Yes,Irregular,None,No,High,Good,High,Pass
245,5,Female,10,A,49,99,98,88,48,65,1,No,Graduate,69140,Walk,14.89,Dance,No,Poor,Medium,No,Irregular,Chronic,No,High,Average,High,Pass
246,12,Male,7,C,57,47,67,43,60,87,1,No,Graduate,51288,Cycle,14.96,Sports,Yes,Average,Low,No,Irregular,Minor,Yes,Medium,Average,High,Pass
247,17,Male,7,B,64,57,71,53,74,74,5,Yes,Post Graduate,89719,Bus,18.46,Music,No,Poor,High,No,Regular,Chronic,Yes,Medium,Excellent,High,Pass
248,10,Female,7,B,96,54,36,55,81,94,1,Yes,High School,90479,Cycle,10.51,Music,No,Poor,High,Yes,Irregular,None,No,Medium,Good,High,Fail
249,12,Male,6,D,53,90,59,68,86,95,3,No,Post Graduate,62760,Bus,9.04,Music,No,Average,Low,No,Regular,None,No,Low,Good,Medium,Pass
250,7,Male,9,B,39,37,78,56,44,93,6,No,Graduate,52933,Van,13.56,Dance,Yes,Average,High,No,Regular,Chronic,Yes,Medium,Excellent,High,Fail
251,12,Female,1,B,52,45,97,70,90,91,4,No,Post Graduate,42492,Van,1.13,Dance,Yes,Average,Medium,No,Irregular,Chronic,Yes,High,Good,High,Fail
252,5,Male,4,C,83,91,93,51,99,82,4,Yes,High School,25451,Cycle,3.7,Sports,No,Average,Low,No,Regular,Minor,No,Medium,Good,Medium,Fail
253,13,Female,2,B,96,46,54,93,75,79,6,No,High School,52723,Cycle,1.0,Sports,No,Good,High,Yes,Regular,None,Yes,Low,Excellent,Low,Pass
254,15,Male,11,B,41,67,99,40,51,90,6,Yes,Graduate,37040,Van,14.71,Dance,No,Poor,Medium,No,Irregular,None,No,Medium,Average,Medium,Fail
255,9,Male,11,D,98,65,52,92,85,73,3,Yes,Post Graduate,10305,Van,4.94,Music,No,Poor,High,Yes,Regular,None,No,Medium,Good,Low,Pass
256,14,Female,8,A,75,69,80,74,61,67,3,No,High School,19812,Walk,4.0,Sports,No,Good,High,Yes,Regular,Minor,No,Low,Average,High,Pass
257,9,Male,12,A,81,88,52,95,65,75,1,Yes,Post Graduate,23210,Walk,8.72,Music,Yes,Good,Low,No,Irregular,None,Yes,Medium,Average,Medium,Fail
258,5,Male,10,A,55,60,59,50,70,72,6,Yes,High School,95812,Cycle,1.65,None,Yes,Average,Medium,No,Irregular,Chronic,No,Medium,Excellent,Medium,Pass
259,9,Male,10,C,97,37,98,65,44,88,5,No,Post Graduate,42932,Cycle,6.12,None,Yes,Average,Low,Yes,Regular,Minor,No,Low,Good,Medium,Pass
260,10,Male,1,C,98,97,69,80,82,75,6,Yes,Graduate,16211,Bus,16.98,Music,Yes,Good,Medium,No,Irregular,None,Yes,Medium,Excellent,Low,Pass
261,17,Female,6,B,80,67,36,97,79,76,6,Yes,Graduate,32486,Van,4.66,Music,No,Poor,High,Yes,Irregular,Chronic,No,Low,Average,Medium,Fail
262,15,Female,10,C,80,58,75,51,58,94,7,No,Post Graduate,23621,Cycle,12.28,Music,Yes,Good,Medium,Yes,Regular,Minor,No,High,Average,Low,Fail
263,14,Female,9,B,44,74,50,83,76,79,4,Yes,Graduate,36159,Cycle,18.93,None,Yes,Average,High,No,Regular,Minor,Yes,Low,Excellent,Low,Fail
264,15,Male,7,A,92,88,96,52,89,88,3,Yes,High School,14254,Bus,19.46,Dance,No,Average,Medium,No,Regular,None,No,Low,Excellent,Medium,Fail
265,15,Female,10,A,75,77,38,37,58,68,1,Yes,Graduate,52196,Cycle,0.76,Music,Yes,Poor,Low,Yes,Irregular,Minor,No,Medium,Excellent,Medium,Pass
266,11,Female,3,A,85,42,49,55,54,96,7,Yes,Graduate,24865,Walk,12.59,None,Yes,Good,Low,Yes,Irregular,Chronic,No,High,Good,Low,Fail
267,7,Male,5,A,67,97,51,61,54,65,5,Yes,Post Graduate,34141,Van,1.76,Sports,No,Good,High,No,Regular,Minor,No,Medium,Average,Low,Fail
268,11,Male,1,C,91,46,67,37,47,62,4,No,Graduate,62835,Walk,5.6,None,Yes,Average,Low,Yes,Regular,None,No,Medium,Average,Low,Fail
269,7,Female,8,D,67,44,85,61,85,83,7,Yes,High School,10015,Walk,5.17,Music,No,Average,Medium,No,Irregular,Minor,No,Medium,Excellent,Medium,Pass
270,10,Male,10,C,59,77,51,61,42,88,1,No,Graduate,14309,Walk,2.81,None,Yes,Good,High,No,Irregular,Minor,Yes,High,Excellent,Low,Fail
271,10,Female,10,D,44,87,50,89,39,91,1,Yes,High School,43071,Bus,18.96,None,No,Average,High,No,Irregular,Minor,Yes,High,Average,Medium,Fail
272,11,Male,2,A,45,39,85,74,46,62,6,No,Graduate,18869,Walk,10.9,None,No,Good,Low,No,Regular,None,Yes,High,Average,High,Fail
273,14,Female,6,A,36,54,82,65,66,72,5,No,High School,65571,Bus,10.19,Music,No,Poor,Low,Yes,Irregular,Chronic,Yes,High,Good,Medium,Pass
274,11,Male,6,C,67,61,71,76,85,80,4,No,Post Graduate,75989,Cycle,5.18,Sports,Yes,Average,Low,No,Irregular,Minor,No,Low,Excellent,Medium,Fail
275,10,Female,7,B,89,81,79,83,42,80,5,Yes,Graduate,85498,Cycle,13.18,Music,No,Poor,High,No,Regular,Minor,Yes,High,Good,High,Pass
276,11,Male,3,C,87,37,42,93,62,96,1,Yes,Graduate,31458,Van,15.91,None,Yes,Good,High,Yes,Irregular,Minor,Yes,Medium,Excellent,High,Fail
277,5,Female,6,D,42,73,39,91,62,66,5,No,High School,47089,Van,10.48,None,No,Average,Low,Yes,Regular,None,Yes,High,Excellent,High,Pass
278,14,Female,2,B,56,90,71,43,90,87,5,No,High School,15151,Van,1.72,Sports,Yes,Good,High,No,Irregular,None,No,Medium,Excellent,Low,Fail
279,9,Female,7,D,48,83,85,45,65,88,3,Yes,Graduate,39223,Cycle,11.95,Sports,No,Good,Low,No,Irregular,Chronic,No,Low,Average,High,Pass
280,9,Female,7,C,55,49,80,52,49,91,3,Yes,High School,39262,Bus,18.51,Dance,Yes,Poor,High,Yes,Irregular,None,No,Medium,Excellent,Low,Fail
281,15,Male,8,A,67,49,43,55,78,64,4,Yes,High School,58184,Bus,15.24,Sports,No,Good,Low,No,Regular,Chronic,Yes,Medium,Excellent,Low,Pass
282,8,Female,9,A,78,91,78,77,99,89,4,No,High School,54952,Bus,18.45,Sports,No,Poor,Low,Yes,Irregular,Minor,Yes,Medium,Average,Medium,Fail
283,16,Female,5,D,64,67,93,87,96,89,6,Yes,Graduate,99117,Van,18.57,Music,No,Poor,Medium,Yes,Irregular,Chronic,No,High,Good,High,Fail
284,13,Male,3,B,69,39,94,58,76,71,6,Yes,Post Graduate,81006,Van,10.04,Sports,Yes,Good,Medium,Yes,Irregular,None,No,Low,Excellent,Low,Fail
285,14,Female,11,C,39,46,49,89,66,73,6,No,High School,15227,Walk,17.52,Dance,No,Poor,Low,Yes,Irregular,Minor,Yes,High,Good,High,Fail
286,17,Female,10,C,44,41,68,55,65,78,7,Yes,Post Graduate,91132,Walk,7.98,None,No,Average,Medium,Yes,Regular,Chronic,No,Medium,Average,High,Pass
287,14,Male,9,C,80,86,96,65,79,91,6,No,High School,85948,Bus,4.93,Music,No,Poor,Medium,No,Regular,Minor,Yes,High,Excellent,Medium,Pass
288,13,Male,12,A,86,63,74,72,70,96,4,Yes,High School,12443,Van,13.4,Music,Yes,Poor,High,No,Irregular,Chronic,No,High,Good,High,Fail
289,11,Male,4,C,49,74,79,52,62,78,5,No,High School,90859,Walk,14.85,None,No,Average,Medium,Yes,Irregular,Minor,No,High,Good,High,Fail
290,8,Male,11,B,77,83,66,96,82,62,4,Yes,High School,91810,Van,19.24,Music,No,Poor,High,Yes,Regular,Minor,No,High,Excellent,Low,Fail
291,16,Male,4,C,92,50,53,83,59,84,7,No,Post Graduate,91991,Walk,7.29,Dance,No,Poor,Low,Yes,Regular,None,No,High,Average,Medium,Pass
292,13,Male,5,A,52,45,56,63,42,91,6,Yes,High School,60189,Walk,0.52,Dance,Yes,Average,Low,No,Regular,None,Yes,High,Average,High,Pass
293,11,Male,11,D,36,52,77,77,36,92,2,Yes,Graduate,29682,Van,15.13,Dance,No,Average,Low,No,Regular,Minor,Yes,Medium,Average,High,Pass
294,17,Female,2,D,45,78,68,42,47,61,1,Yes,High School,70917,Cycle,0.92,Music,Yes,Good,High,Yes,Irregular,Minor,No,High,Good,Medium,Pass
295,12,Female,7,D,94,96,39,95,93,70,2,Yes,Post Graduate,85924,Cycle,11.08,Dance,No,Poor,Medium,Yes,Regular,None,No,Medium,Excellent,Medium,Pass
296,9,Female,10,A,39,94,96,71,82,66,4,Yes,Post Graduate,88279,Van,16.97,Music,Yes,Average,High,Yes,Regular,Minor,Yes,High,Excellent,Medium,Pass
297,17,Female,11,A,77,38,84,91,65,70,3,Yes,Graduate,17815,Van,5.15,Music,No,Good,Low,Yes,Regular,Chronic,Yes,High,Excellent,Medium,Pass
298,12,Male,7,B,90,57,73,80,80,63,7,No,High School,17211,Cycle,2.91,None,Yes,Poor,Low,Yes,Irregular,None,No,Low,Average,Medium,Fail
299,15,Male,4,C,57,40,75,71,41,77,7,Yes,Post Graduate,85813,Cycle,11.54,Sports,No,Good,Low,Yes,Regular,Minor,No,Medium,Excellent,High,Pass
300,6,Female,12,B,91,88,52,54,64,65,1,No,High School,42237,Walk,2.53,Sports,No,Poor,Medium,Yes,Irregular,Minor,Yes,Low,Excellent,Low,Pass
301,8,Male,7,B,84,99,44,54,47,69,5,Yes,Graduate,39983,Cycle,15.64,Dance,No,Good,Medium,Yes,Regular,Minor,No,Medium,Good,High,Pass
302,8,Female,9,A,95,48,70,92,45,72,1,Yes,Post Graduate,40314,Van,0.9,Music,No,Average,Low,No,Regular,None,No,Low,Excellent,Low,Fail
303,15,Male,8,B,51,40,49,92,39,62,7,Yes,Post Graduate,89141,Walk,7.25,None,No,Good,Low,Yes,Irregular,Chronic,No,High,Excellent,Low,Pass
304,16,Female,4,A,45,53,42,59,56,81,6,No,High School,23582,Cycle,12.11,None,No,Average,Low,Yes,Regular,Minor,Yes,Low,Average,Medium,Pass
305,15,Male,7,D,52,86,83,64,74,86,1,Yes,Graduate,94456,Cycle,6.58,Sports,Yes,Average,Low,Yes,Irregular,Chronic,No,High,Average,High,Fail
306,8,Male,3,C,49,73,78,53,39,72,2,No,Graduate,79442,Cycle,15.2,None,Yes,Poor,Medium,No,Irregular,None,Yes,Low,Good,Low,Fail
307,11,Male,7,B,92,60,96,65,87,75,5,Yes,Graduate,69514,Cycle,10.21,Sports,No,Good,Medium,No,Irregular,Minor,No,High,Average,Low,Fail
308,14,Male,11,A,63,60,45,58,61,76,6,Yes,Graduate,12499,Walk,15.88,Dance,No,Good,Medium,No,Irregular,None,Yes,High,Good,Medium,Pass
309,11,Male,3,A,97,79,43,40,92,67,3,Yes,High School,95033,Bus,19.64,Dance,No,Average,Medium,No,Regular,Chronic,No,Medium,Good,Low,Fail
310,10,Female,1,D,87,65,87,56,88,60,4,Yes,High School,37416,Cycle,5.57,Sports,No,Poor,Low,Yes,Regular,None,No,Medium,Excellent,Low,Fail
311,14,Female,5,B,78,53,42,98,37,82,6,No,High School,68646,Bus,16.69,None,Yes,Poor,Low,No,Irregular,Chronic,Yes,Medium,Excellent,High,Fail
312,10,Male,7,C,80,96,56,66,37,61,3,Yes,High School,58331,Bus,9.23,Dance,No,Good,High,No,Irregular,None,No,High,Good,Low,Fail
313,11,Female,9,B,81,62,41,51,35,73,4,Yes,Post Graduate,68157,Cycle,1.11,Sports,Yes,Good,Medium,Yes,Irregular,Chronic,No,High,Average,Medium,Fail
314,17,Female,2,B,42,82,75,37,43,87,6,No,Graduate,58516,Walk,16.35,Sports,No,Poor,High,Yes,Irregular,Chronic,No,High,Average,Low,Fail
315,16,Male,11,B,59,87,67,74,66,99,1,Yes,High School,90015,Cycle,16.81,None,Yes,Average,Medium,Yes,Irregular,Chronic,No,High,Excellent,Medium,Pass
316,13,Male,7,C,53,73,92,94,45,60,5,No,Post Graduate,75257,Van,3.47,None,Yes,Good,Low,No,Irregular,Minor,No,Medium,Good,Low,Fail
317,6,Female,6,D,99,79,41,80,80,93,3,Yes,Post Graduate,15307,Van,3.69,Music,No,Poor,Low,Yes,Regular,None,Yes,Medium,Excellent,Low,Pass
318,9,Female,6,D,71,87,91,78,55,70,6,Yes,Post Graduate,78149,Walk,2.88,Sports,Yes,Good,Low,Yes,Regular,None,Yes,High,Good,Medium,Pass
319,17,Male,5,B,70,95,76,49,70,65,3,No,Post Graduate,46733,Van,3.88,Music,Yes,Poor,Medium,No,Irregular,Minor,Yes,Medium,Excellent,Medium,Fail
320,6,Female,4,B,45,60,89,91,97,94,5,Yes,Graduate,63000,Cycle,19.08,Dance,No,Poor,Medium,Yes,Regular,None,Yes,Low,Excellent,Low,Pass
321,11,Female,6,C,57,47,60,99,95,75,1,Yes,High School,42352,Walk,2.09,Dance,No,Good,Low,Yes,Irregular,Chronic,Yes,Medium,Excellent,Medium,Pass
322,13,Male,12,A,98,76,58,49,72,98,4,No,High School,97988,Walk,2.05,None,Yes,Good,Low,No,Irregular,None,No,High,Good,High,Pass
323,11,Male,4,C,93,52,76,43,63,98,4,No,High School,38639,Bus,2.14,Music,Yes,Average,Low,No,Irregular,None,No,Medium,Good,Medium,Fail
